Source MAC,Destination MAC,Protocol,Service,Source Address,Destination Address,Sequence Number,Acknowledgement Number,SYN Bit,ACK Bit,FIN Bit,Src Bytes,Time Stamp,Duration
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.580208,1.6617352962493896
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5804949,1.6620221138000488
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5808096,1.662336826324463
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5810351,1.662562370300293
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5813165,1.6628437042236328
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5815544,1.6630816459655762
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5817742,1.6633014678955078
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5819776,1.6635048389434814
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5821981,1.6637253761291504
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5829575,1.6644847393035889
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.583826,1.6653532981872559
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5855587,1.667085886001587
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5872235,1.6687507629394531
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.588404,1.669931173324585
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.589957,1.6714842319488525
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5907762,1.6723034381866455
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5910456,1.6725728511810303
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5919359,1.6734631061553955
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5928607,1.6743879318237305
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5931876,1.6747148036956787
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5934887,1.675015926361084
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.593914,1.6754412651062012
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.594176,1.6757032871246338
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5947752,1.676302433013916
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5956142,1.6771414279937744
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5959804,1.6775076389312744
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5963733,1.6779005527496338
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5966098,1.6781370639801025
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5968387,1.67836594581604
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.597128,1.6786551475524902
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5974135,1.678940773010254
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5977173,1.6792445182800293
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5979526,1.6794798374176025
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5981615,1.6796886920928955
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5984526,1.6799798011779785
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.5988774,1.6804046630859375
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.5993779,1.6809051036834717
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.599784,1.6813111305236816
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.600144,1.681671142578125
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6004765,1.6820037364959717
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6007473,1.682274580001831
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6021051,1.6836323738098145
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6025126,1.684039831161499
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6027832,1.6843104362487793
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.603048,1.6845753192901611
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6036167,1.6851439476013184
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6040144,1.6855416297912598
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6043773,1.6859045028686523
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6046932,1.686220407485962
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6051493,1.6866765022277832
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.605581,1.6871082782745361
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6058097,1.6873369216918945
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6064534,1.6879806518554688
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6069062,1.6884334087371826
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6073177,1.688844919204712
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6077778,1.689305067062378
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6081526,1.6896798610687256
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6084926,1.6900198459625244
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6089106,1.6904377937316895
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6095262,1.6910533905029297
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6100273,1.6915545463562012
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6104946,1.6920218467712402
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6109633,1.692490577697754
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.611328,1.6928551197052002
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6116798,1.693207025527954
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6121144,1.6936416625976562
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6124425,1.6939697265625
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.613325,1.694852352142334
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6137655,1.6952927112579346
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6143062,1.695833444595337
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6158936,1.6974208354949951
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6179092,1.6994364261627197
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.618629,1.7001562118530273
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6193225,1.7008497714996338
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6202016,1.7017288208007812
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6207404,1.7022676467895508
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6222785,1.703805685043335
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6228411,1.7043683528900146
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6238112,1.705338478088379
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.624111,1.7056381702423096
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6243467,1.705873966217041
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6247866,1.7063138484954834
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6254597,1.706986904144287
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.62654,1.7080671787261963
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6284885,1.7100157737731934
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6296976,1.7112247943878174
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6302109,1.711738109588623
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.631018,1.7125451564788818
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6322262,1.7137534618377686
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6328568,1.7143840789794922
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.63328,1.7148072719573975
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6335726,1.715099811553955
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6340318,1.7155590057373047
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6343925,1.7159197330474854
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6348028,1.7163300514221191
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.635226,1.7167532444000244
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6355722,1.7170994281768799
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.636006,1.7175333499908447
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6363444,1.7178716659545898
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.637615,1.719142198562622
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.637961,1.7194881439208984
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6382241,1.7197513580322266
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6384568,1.7199840545654297
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6386926,1.7202198505401611
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.638959,1.7204861640930176
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.639197,1.72072434425354
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6394234,1.7209506034851074
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.639634,1.721161127090454
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6398768,1.7214040756225586
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6401005,1.7216277122497559
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6403785,1.7219057083129883
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6406724,1.7221996784210205
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6409287,1.7224559783935547
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6411774,1.7227046489715576
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6414292,1.7229564189910889
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6417186,1.7232458591461182
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6420054,1.7235326766967773
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6422641,1.7237913608551025
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6429026,1.7244298458099365
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6432006,1.7247278690338135
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.643426,1.7249531745910645
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6436994,1.725226640701294
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6442633,1.7257905006408691
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6445875,1.7261147499084473
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6461036,1.727630853652954
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6471274,1.7286546230316162
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6478214,1.7293486595153809
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6484008,1.7299280166625977
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6490517,1.730578899383545
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6494265,1.7309536933898926
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6496768,1.7312040328979492
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6499145,1.7314417362213135
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6504016,1.731928825378418
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.650723,1.7322502136230469
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6510432,1.7325704097747803
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6512382,1.7327654361724854
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.651726,1.7332532405853271
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.652324,1.7338511943817139
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6525724,1.7340996265411377
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6528633,1.7343904972076416
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6531134,1.7346405982971191
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6534395,1.73496675491333
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6538815,1.7354087829589844
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6541991,1.7357263565063477
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.654493,1.7360203266143799
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6549375,1.7364647388458252
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6552627,1.7367899417877197
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6556056,1.7371327877044678
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6558275,1.7373547554016113
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.656036,1.737563133239746
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6567116,1.73823881149292
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6584046,1.7399318218231201
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6596382,1.7411653995513916
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.660779,1.7423062324523926
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6620224,1.7435495853424072
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.663583,1.745110273361206
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.665417,1.7469441890716553
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6669314,1.7484586238861084
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6687422,1.7502694129943848
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6693366,1.750863790512085
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.670376,1.7519032955169678
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.671188,1.7527153491973877
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6722288,1.753756046295166
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.672729,1.754256248474121
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6737792,1.7553064823150635
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6742375,1.7557647228240967
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6745286,1.7560558319091797
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.675091,1.7566182613372803
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6755593,1.7570865154266357
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6759481,1.7574753761291504
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6762786,1.7578058242797852
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6765714,1.7580986022949219
00:0C:29:CD:C9:16,00:0C:29:92:7B:E5,1,66,192.168.2.136,192.168.2.137,n,n,n,n,n,0,1528658876.6769915,1.7585186958312988
00:0C:29:92:7B:E5,00:0C:29:CD:C9:16,1,66,192.168.2.137,192.168.2.136,n,n,n,n,n,0,1528658876.6774805,1.7590076923370361
